batch_id,run_id,final_status,normalized_status,final_stage,attempt_count,rule_duration_sec,full_duration_sec,final_pending,strict_success,normalized_success,strict_normalized_delta,frozen_status
humantime_rugae_hybrid4_humantime_replay::batch_0003,humantime_rugae_hybrid4_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,5.251,18.951,True,False,False,0,frozen_cleared
humantime_rugae_hybrid4_humantime_replay::batch_0004,humantime_rugae_hybrid4_humantime_replay,frozen_nonreproducible,normalized_resolved,repro,1,,,True,False,True,1,frozen_cleared
humantime_rugae_hybrid4_humantime_replay::batch_0005,humantime_rugae_hybrid4_humantime_replay,frozen_nonreproducible,normalized_resolved,repro,1,,,True,False,True,1,frozen_cleared
humantime_rugae_hybrid4_humantime_replay::batch_0006,humantime_rugae_hybrid4_humantime_replay,resolved_by_rule,normalized_resolved,rule,1,5.104,,False,True,True,0,frozen_cleared
humantime_rugae_hybrid4_humantime_replay::batch_0007,humantime_rugae_hybrid4_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,5.617,30.185,True,False,False,0,frozen_unresolved
humantime_rugae_hybrid4_humantime_replay::batch_0008,humantime_rugae_hybrid4_humantime_replay,resolved_by_full,normalized_resolved,full,1,4.745,6.096,False,True,True,0,frozen_cleared
humantime_rugae_hybrid4_humantime_replay::batch_0009,humantime_rugae_hybrid4_humantime_replay,resolved_by_full,normalized_resolved,full,1,5.095,6.982,False,True,True,0,frozen_cleared
humantime_rugae_hybrid4_humantime_replay::batch_0010,humantime_rugae_hybrid4_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,5.312,53.816,True,False,False,0,frozen_unresolved
humantime_rugae_hybrid4_humantime_replay::batch_0011,humantime_rugae_hybrid4_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,4.157,53.245,True,False,False,0,frozen_unresolved
humantime_rustyunit_humantime_replay::batch_0001,humantime_rustyunit_humantime_replay,resolved_by_full,normalized_resolved,full,1,3.071,24.59,False,True,True,0,frozen_cleared
humantime_rustyunit_humantime_replay::batch_0002,humantime_rustyunit_humantime_replay,resolved_by_full,normalized_resolved,full,1,2.729,6.409,False,True,True,0,frozen_cleared
humantime_rustyunit_humantime_replay::batch_0003,humantime_rustyunit_humantime_replay,resolved_by_full,normalized_resolved,full,1,5.357,8.506,False,True,True,0,frozen_cleared
humantime_rustyunit_humantime_replay::batch_0004,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,6.932,16.226,True,False,False,0,frozen_cleared
humantime_rustyunit_humantime_replay::batch_0005,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,5.122,16.139,True,False,False,0,frozen_cleared
humantime_rustyunit_humantime_replay::batch_0006,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,4.04,4.187,True,False,False,0,frozen_unresolved
humantime_rustyunit_humantime_replay::batch_0007,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,4.138,15.109,True,False,False,0,frozen_cleared
humantime_rustyunit_humantime_replay::batch_0008,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,4.349,20.978,True,False,False,0,frozen_cleared
humantime_rustyunit_humantime_replay::batch_0009,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,4.545,13.583,True,False,False,0,frozen_cleared
humantime_rustyunit_humantime_replay::batch_0010,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,4.262,17.298,True,False,False,0,frozen_cleared
humantime_rustyunit_humantime_replay::batch_0011,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,7.15,20.266,True,False,False,0,frozen_cleared
humantime_rustyunit_humantime_replay::batch_0012,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,4.624,17.551,True,False,False,0,frozen_cleared
humantime_rustyunit_humantime_replay::batch_0013,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,3.772,46.742,True,False,False,0,frozen_unresolved
humantime_rustyunit_humantime_replay::batch_0014,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,3.658,28.429,True,False,False,0,frozen_unresolved
humantime_rustyunit_humantime_replay::batch_0015,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,8.278,211.915,True,False,False,0,no_frozen
humantime_rustyunit_humantime_replay::batch_0016,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_resolved,full,1,3.001,0.0,True,False,True,1,frozen_cleared
humantime_rustyunit_humantime_replay::batch_0017,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,5.573,15.451,True,False,False,0,frozen_cleared
humantime_rustyunit_humantime_replay::batch_0018,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,3.152,26.895,True,False,False,0,frozen_cleared
humantime_rustyunit_humantime_replay::batch_0019,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,3.716,28.933,True,False,False,0,frozen_cleared
humantime_rustyunit_humantime_replay::batch_0020,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,3.916,15.798,True,False,False,0,frozen_unresolved
humantime_rustyunit_humantime_replay::batch_0021,humantime_rustyunit_humantime_replay,unresolved_after_full,normalized_unresolved,full,1,3.817,4.475,True,False,False,0,frozen_unresolved
